Evaluation,Generation 0: owPPD,Generation 0: NSE,Generation 1: owPPD,Generation 1: NSE,Generation 2: owPPD,Generation 2: NSE,Generation 3: owPPD,Generation 3: NSE,Generation 4: owPPD,Generation 4: NSE,Generation 5: owPPD,Generation 5: NSE,Generation 6: owPPD,Generation 6: NSE,Generation 7: owPPD,Generation 7: NSE,Generation 8: owPPD,Generation 8: NSE,Generation 9: owPPD,Generation 9: NSE,Generation 10: owPPD,Generation 10: NSE,Generation 11: owPPD,Generation 11: NSE,Generation 12: owPPD,Generation 12: NSE,Generation 13: owPPD,Generation 13: NSE,Generation 14: owPPD,Generation 14: NSE,Generation 15: owPPD,Generation 15: NSE,Generation 16: owPPD,Generation 16: NSE,Generation 17: owPPD,Generation 17: NSE,Generation 18: owPPD,Generation 18: NSE,Generation 19: owPPD,Generation 19: NSE,Generation 20: owPPD,Generation 20: NSE,Generation 21: owPPD,Generation 21: NSE,Generation 22: owPPD,Generation 22: NSE,Generation 23: owPPD,Generation 23: NSE,Generation 24: owPPD,Generation 24: NSE,Generation 25: owPPD,Generation 25: NSE,Generation 26: owPPD,Generation 26: NSE,Generation 27: owPPD,Generation 27: NSE,Generation 28: owPPD,Generation 28: NSE,Generation 29: owPPD,Generation 29: NSE,Generation 30: owPPD,Generation 30: NSE,Generation 31: owPPD,Generation 31: NSE,Generation 32: owPPD,Generation 32: NSE,Generation 33: owPPD,Generation 33: NSE,Generation 34: owPPD,Generation 34: NSE,Generation 35: owPPD,Generation 35: NSE,Generation 36: owPPD,Generation 36: NSE,Generation 37: owPPD,Generation 37: NSE,Generation 38: owPPD,Generation 38: NSE,Generation 39: owPPD,Generation 39: NSE,Generation 40: owPPD,Generation 40: NSE,Generation 41: owPPD,Generation 41: NSE,Generation 42: owPPD,Generation 42: NSE,Generation 43: owPPD,Generation 43: NSE,Generation 44: owPPD,Generation 44: NSE,Generation 45: owPPD,Generation 45: NSE,Generation 46: owPPD,Generation 46: NSE,Generation 47: owPPD,Generation 47: NSE,Generation 48: owPPD,Generation 48: NSE
0,10.67,1608.33,13.62,1558.33,7.46,1677.78,16.75,1533.33,8.54,1619.44,8.54,1619.44,8.54,1619.44,8.54,1619.44,8.54,1619.44,8.08,1633.33,8.08,1633.33,6.92,1655.56,11.32,1547.22,11.32,1547.22,19.35,1497.22,11.76,1538.89,11.99,1536.11,13.1,1516.67,13.1,1516.67,13.1,1516.67,13.1,1516.67,13.1,1516.67,7.5,1619.44,7.5,1619.44,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,9.68,1550.0,9.68,1550.0,9.68,1550.0
1,11.46,1600.0,7.46,1677.78,16.75,1533.33,10.08,1597.22,7.91,1655.56,12.18,1544.44,12.18,1544.44,6.54,1683.33,10.07,1572.22,12.36,1530.56,6.92,1655.56,6.92,1655.56,19.35,1497.22,19.35,1497.22,11.76,1538.89,11.99,1536.11,13.1,1516.67,11.4,1541.67,11.4,1541.67,11.4,1541.67,11.4,1541.67,13.1,1516.67,11.27,1547.22,12.03,1530.56,16.88,1497.22,16.88,1497.22,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,12.03,1530.56,9.68,1550.0,9.68,1550.0,9.68,1550.0
2,8.99,1647.22,8.15,1661.11,10.08,1597.22,8.54,1619.44,12.18,1544.44,9.65,1605.56,9.65,1605.56,10.07,1572.22,8.08,1633.33,6.92,1655.56,8.14,1627.78,11.32,1547.22,9.39,1583.33,8.85,1611.11,11.99,1536.11,13.1,1516.67,11.4,1541.67,13.1,1516.67,13.1,1516.67,13.1,1516.67,13.1,1516.67,7.5,1619.44,12.03,1530.56,16.88,1497.22,12.03,1530.56,12.03,1530.56,6.29,1661.11,6.29,1661.11,6.66,1622.22,6.66,1622.22,6.66,1622.22,6.66,1622.22,11.81,1533.33,9.42,1563.89,13.0,1513.89,13.0,1513.89,13.0,1513.89,13.0,1513.89,13.0,1513.89,12.9,1516.67,12.9,1516.67,12.9,1516.67,12.9,1516.67,9.68,1550.0,9.68,1550.0,9.68,1550.0,8.61,1572.22,8.61,1572.22,8.61,1572.22
3,9.39,1636.11,12.2,1563.89,11.96,1586.11,7.91,1655.56,9.65,1605.56,9.53,1608.33,9.53,1608.33,9.67,1600.0,13.25,1527.78,11.06,1558.33,8.19,1625.0,19.35,1497.22,6.47,1680.56,11.76,1538.89,12.19,1533.33,11.4,1541.67,13.1,1516.67,8.26,1613.89,8.26,1613.89,8.26,1613.89,14.07,1511.11,11.27,1547.22,16.88,1497.22,12.03,1530.56,6.29,1661.11,6.29,1661.11,6.66,1622.22,6.66,1622.22,11.81,1533.33,11.81,1533.33,11.81,1533.33,11.81,1533.33,9.42,1563.89,13.87,1511.11,12.9,1516.67,12.9,1516.67,12.9,1516.67,12.9,1516.67,12.9,1516.67,9.68,1550.0,9.68,1550.0,9.68,1550.0,9.68,1550.0,6.33,1641.67,6.33,1641.67,9.68,1550.0,16.25,1491.67,16.25,1491.67,16.25,1491.67
4,13.62,1558.33,14.81,1544.44,8.54,1619.44,7.64,1669.44,11.39,1572.22,18.29,1527.78,11.8,1550.0,8.08,1633.33,12.36,1530.56,8.14,1627.78,6.92,1655.56,19.08,1500.0,8.85,1611.11,11.99,1536.11,19.35,1497.22,13.1,1516.67,7.07,1641.67,8.85,1591.67,8.85,1591.67,14.07,1511.11,7.5,1619.44,12.57,1525.0,12.03,1530.56,6.29,1661.11,6.47,1647.22,6.47,1647.22,18.75,1491.67,11.81,1533.33,9.42,1563.89,9.42,1563.89,9.42,1563.89,9.42,1563.89,13.87,1511.11,13.0,1513.89,9.68,1550.0,9.68,1550.0,9.68,1550.0,9.68,1550.0,9.68,1550.0,6.33,1641.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,9.68,1550.0,9.68,1550.0,8.61,1572.22,14.86,1502.78,11.3,1533.33,11.3,1533.33
5,9.94,1627.78,13.62,1558.33,9.76,1605.56,12.18,1544.44,9.82,1600.0,11.8,1550.0,10.04,1583.33,7.82,1650.0,6.92,1655.56,8.19,1625.0,9.03,1602.78,9.39,1583.33,11.76,1538.89,12.19,1533.33,13.1,1516.67,7.07,1641.67,8.26,1613.89,14.07,1511.11,14.07,1511.11,7.5,1619.44,11.27,1547.22,12.03,1530.56,6.29,1661.11,7.5,1619.44,6.66,1622.22,6.66,1622.22,17.15,1494.44,14.95,1505.56,8.13,1597.22,13.87,1511.11,13.87,1511.11,13.87,1511.11,13.0,1513.89,9.42,1563.89,8.97,1569.44,8.97,1569.44,8.97,1569.44,8.97,1569.44,11.25,1538.89,9.68,1550.0,9.68,1550.0,9.68,1550.0,9.68,1550.0,8.61,1572.22,8.61,1572.22,16.25,1491.67,11.3,1533.33,16.25,1491.67,16.25,1491.67
6,7.46,1677.78,16.75,1533.33,7.91,1655.56,8.38,1641.67,7.91,1655.56,8.25,1630.56,19.86,1513.89,13.25,1527.78,9.87,1580.56,11.24,1552.78,11.32,1547.22,6.58,1666.67,11.99,1536.11,19.35,1497.22,11.4,1541.67,8.26,1613.89,8.85,1591.67,9.46,1575.0,9.46,1575.0,9.11,1586.11,12.57,1525.0,16.88,1497.22,7.5,1619.44,6.47,1647.22,16.88,1497.22,16.88,1497.22,11.81,1533.33,9.42,1563.89,13.87,1511.11,13.0,1513.89,13.0,1513.89,13.0,1513.89,9.42,1563.89,12.9,1516.67,11.25,1538.89,11.25,1538.89,11.25,1538.89,11.25,1538.89,13.0,1513.89,8.61,1572.22,8.61,1572.22,8.61,1572.22,8.61,1572.22,6.33,1641.67,6.33,1641.67,14.86,1502.78,16.25,1491.67,11.3,1533.33,11.3,1533.33
7,8.15,1661.11,10.08,1597.22,7.64,1669.44,9.65,1605.56,7.46,1677.78,12.37,1530.56,6.54,1683.33,7.88,1647.22,11.06,1558.33,6.92,1655.56,19.35,1497.22,6.47,1680.56,12.19,1533.33,13.1,1516.67,13.1,1516.67,8.85,1591.67,6.85,1644.44,10.27,1552.78,10.27,1552.78,11.27,1547.22,12.03,1530.56,12.03,1530.56,6.47,1647.22,6.66,1622.22,18.75,1491.67,18.75,1491.67,17.15,1494.44,8.13,1597.22,13.0,1513.89,9.42,1563.89,9.42,1563.89,9.42,1563.89,12.9,1516.67,7.59,1600.0,13.0,1513.89,13.0,1513.89,13.0,1513.89,13.0,1513.89,13.0,1513.89,6.33,1641.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,11.3,1533.33,11.3,1533.33,13.76,1505.56,13.76,1505.56
8,12.2,1563.89,14.81,1544.44,19.59,1527.78,10.09,1591.67,9.53,1608.33,10.04,1583.33,10.07,1572.22,12.36,1530.56,14.54,1522.22,11.74,1541.67,19.08,1500.0,8.85,1611.11,19.35,1497.22,11.4,1541.67,9.53,1572.22,6.85,1644.44,14.07,1511.11,7.5,1619.44,7.5,1619.44,12.57,1525.0,16.88,1497.22,6.29,1661.11,6.66,1622.22,16.88,1497.22,7.54,1616.67,7.54,1616.67,14.95,1505.56,13.87,1511.11,9.42,1563.89,12.9,1516.67,12.9,1516.67,12.9,1516.67,7.59,1600.0,9.68,1550.0,8.97,1569.44,8.97,1569.44,8.97,1569.44,8.97,1569.44,6.33,1641.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,16.25,1491.67,13.76,1505.56,8.61,1572.22,8.61,1572.22
9,14.81,1544.44,11.96,1586.11,12.18,1544.44,11.39,1572.22,6.76,1686.11,7.64,1661.11,9.67,1600.0,8.06,1638.89,8.14,1627.78,9.03,1602.78,9.39,1583.33,11.76,1538.89,13.1,1516.67,12.7,1525.0,7.07,1641.67,14.07,1511.11,12.74,1522.22,15.63,1505.56,9.11,1586.11,8.26,1613.89,11.62,1538.89,12.66,1522.22,16.88,1497.22,8.36,1594.44,17.15,1494.44,17.15,1494.44,19.03,1488.89,12.46,1525.0,12.9,1516.67,7.59,1600.0,7.59,1600.0,7.59,1600.0,9.68,1550.0,6.3,1650.0,13.0,1513.89,13.0,1513.89,13.0,1513.89,13.0,1513.89,9.68,1550.0,8.37,1580.56,8.07,1591.67,8.07,1591.67,8.07,1591.67,16.25,1491.67,16.25,1491.67,11.3,1533.33,8.61,1572.22,6.74,1611.11,6.74,1611.11
10,9.3,1638.89,8.54,1619.44,11.12,1594.44,15.17,1538.89,18.29,1527.78,7.14,1680.56,8.08,1633.33,9.76,1586.11,8.19,1625.0,11.32,1547.22,9.22,1591.67,11.99,1536.11,11.4,1541.67,13.1,1516.67,8.26,1613.89,12.74,1522.22,9.46,1575.0,9.11,1586.11,9.38,1577.78,8.27,1608.33,12.03,1530.56,7.5,1619.44,8.36,1594.44,18.75,1491.67,11.81,1533.33,11.81,1533.33,9.42,1563.89,12.45,1527.78,7.59,1600.0,9.68,1550.0,9.68,1550.0,9.68,1550.0,6.3,1650.0,8.97,1569.44,6.33,1641.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,11.25,1538.89,8.07,1591.67,6.33,1641.67,6.33,1641.67,6.33,1641.67,14.86,1502.78,14.86,1502.78,12.03,1530.56,6.74,1611.11,11.3,1533.33,11.3,1533.33
11,11.53,1597.22,8.48,1680.56,11.6,1588.89,10.08,1597.22,11.18,1575.0,11.32,1566.67,19.43,1516.67,6.92,1655.56,11.24,1552.78,19.35,1497.22,6.58,1666.67,12.19,1533.33,6.45,1694.44,9.53,1572.22,12.31,1530.56,9.46,1575.0,6.41,1677.78,9.38,1577.78,11.27,1547.22,8.26,1613.89,6.29,1661.11,12.57,1525.0,18.75,1491.67,9.37,1575.0,14.2,1508.33,14.2,1508.33,8.13,1597.22,13.0,1513.89,9.68,1550.0,6.3,1650.0,6.3,1650.0,6.3,1650.0,8.97,1569.44,11.25,1538.89,15.7,1497.22,15.7,1497.22,15.7,1497.22,9.68,1550.0,12.17,1527.78,10.7,1541.67,16.25,1491.67,16.25,1491.67,16.25,1491.67,11.3,1533.33,11.3,1533.33,13.76,1505.56,11.3,1533.33,12.83,1519.44,12.83,1519.44
12,10.25,1625.0,8.26,1683.33,8.38,1641.67,9.82,1600.0,11.8,1550.0,19.86,1513.89,9.12,1613.89,7.82,1650.0,6.92,1655.56,19.08,1500.0,6.47,1680.56,6.96,1650.0,10.91,1552.78,7.07,1641.67,8.85,1591.67,6.41,1677.78,10.27,1552.78,15.63,1505.56,12.57,1525.0,9.51,1572.22,12.66,1522.22,6.47,1647.22,9.37,1575.0,7.54,1616.67,17.15,1494.44,17.15,1494.44,13.87,1511.11,9.42,1563.89,6.3,1650.0,8.97,1569.44,8.97,1569.44,8.97,1569.44,11.25,1538.89,13.0,1513.89,9.68,1550.0,9.68,1550.0,9.68,1550.0,11.25,1538.89,8.61,1572.22,6.33,1641.67,10.41,1547.22,10.41,1547.22,14.86,1502.78,16.25,1491.67,16.25,1491.67,12.17,1522.22,19.38,1477.78,11.3,1533.33,11.3,1533.33
13,10.75,1622.22,12.57,1580.56,10.19,1602.78,16.1,1536.11,8.25,1630.56,9.36,1613.89,7.82,1650.0,9.87,1580.56,7.52,1652.78,9.39,1583.33,7.63,1638.89,19.35,1497.22,12.7,1525.0,15.41,1508.33,6.55,1658.33,10.27,1552.78,7.5,1619.44,11.27,1547.22,8.26,1613.89,14.62,1508.33,7.5,1619.44,6.66,1622.22,7.54,1616.67,17.15,1494.44,14.95,1505.56,14.95,1505.56,12.46,1525.0,12.9,1516.67,8.97,1569.44,20.42,1480.56,11.25,1538.89,11.25,1538.89,13.0,1513.89,8.97,1569.44,11.25,1538.89,11.25,1538.89,11.25,1538.89,12.17,1527.78,13.0,1513.89,16.25,1491.67,14.86,1502.78,14.86,1502.78,11.3,1533.33,16.69,1488.89,6.32,1644.44,8.61,1572.22,12.83,1519.44,12.94,1513.89,12.94,1513.89
14,11.14,1608.33,13.04,1577.78,8.97,1625.0,7.91,1655.56,12.37,1530.56,18.29,1527.78,11.6,1555.56,11.06,1558.33,11.74,1541.67,9.22,1591.67,8.85,1611.11,14.44,1511.11,13.1,1516.67,8.26,1613.89,18.05,1500.0,7.5,1619.44,15.63,1505.56,11.22,1550.0,8.27,1608.33,12.03,1530.56,12.57,1525.0,16.88,1497.22,17.15,1494.44,11.81,1533.33,19.03,1488.89,19.03,1488.89,12.45,1527.78,12.6,1522.22,20.42,1480.56,11.25,1538.89,13.0,1513.89,13.0,1513.89,11.46,1536.11,13.0,1513.89,12.17,1527.78,12.17,1527.78,12.17,1527.78,8.61,1572.22,6.33,1641.67,10.41,1547.22,16.0,1494.44,11.3,1533.33,9.16,1555.56,13.58,1508.33,11.3,1533.33,6.74,1611.11,14.86,1502.78,12.04,1527.78,12.04,1527.78
15,10.98,1616.67,14.74,1561.11,9.12,1619.44,7.46,1677.78,10.04,1583.33,8.25,1630.56,11.15,1561.11,6.61,1669.44,9.03,1602.78,6.58,1666.67,11.76,1538.89,13.1,1516.67,9.53,1572.22,12.31,1530.56,6.85,1644.44,15.63,1505.56,9.11,1586.11,12.57,1525.0,9.88,1561.11,16.88,1497.22,6.47,1647.22,8.36,1594.44,11.81,1533.33,8.84,1588.89,9.42,1563.89,9.42,1563.89,13.0,1513.89,7.59,1600.0,11.25,1538.89,13.0,1513.89,11.46,1536.11,11.46,1536.11,8.97,1569.44,6.33,1641.67,8.61,1572.22,8.61,1572.22,8.61,1572.22,13.0,1513.89,6.33,1641.67,14.86,1502.78,11.3,1533.33,9.16,1555.56,16.25,1491.67,13.42,1511.11,12.03,1530.56,11.3,1533.33,14.88,1500.0,8.38,1577.78,8.38,1577.78
16,9.3,1647.22,13.79,1566.67,10.11,1616.67,9.53,1608.33,7.64,1661.11,7.46,1677.78,13.25,1527.78,14.54,1522.22,11.32,1547.22,10.75,1569.44,9.53,1572.22,11.4,1541.67,8.03,1619.44,6.55,1675.0,14.07,1511.11,9.11,1586.11,9.38,1577.78,7.26,1622.22,8.26,1613.89,13.61,1513.89,6.66,1622.22,12.52,1527.78,10.65,1550.0,9.33,1577.78,7.58,1613.89,7.58,1613.89,9.42,1563.89,6.29,1661.11,13.0,1513.89,11.46,1536.11,8.97,1569.44,8.97,1569.44,13.0,1513.89,13.87,1511.11,12.42,1522.22,12.42,1522.22,13.0,1513.89,6.33,1641.67,8.37,1580.56,8.48,1577.78,6.77,1605.56,16.25,1491.67,16.69,1488.89,6.32,1644.44,6.16,1652.78,19.38,1477.78,11.3,1533.33,17.41,1483.33,17.41,1483.33
17,9.84,1636.11,10.67,1608.33,8.15,1661.11,11.87,1569.44,8.73,1619.44,6.54,1683.33,7.88,1647.22,8.14,1627.78,19.35,1497.22,6.47,1680.56,11.99,1536.11,6.45,1694.44,7.07,1641.67,8.85,1591.67,12.74,1522.22,9.38,1577.78,9.22,1583.33,8.26,1613.89,9.51,1572.22,11.62,1538.89,16.88,1497.22,18.75,1491.67,6.6,1627.78,14.2,1508.33,8.13,1597.22,8.13,1597.22,6.6,1627.78,9.68,1550.0,11.46,1536.11,8.97,1569.44,13.0,1513.89,13.0,1513.89,6.33,1641.67,15.7,1497.22,13.0,1513.89,13.0,1513.89,6.33,1641.67,6.33,1641.67,8.07,1591.67,16.0,1494.44,9.16,1555.56,16.69,1488.89,8.07,1591.67,6.21,1647.22,13.76,1505.56,12.83,1519.44,12.94,1513.89,15.71,1494.44,15.71,1494.44
18,8.94,1672.22,11.53,1597.22,12.2,1563.89,6.76,1686.11,8.59,1625.0,10.07,1572.22,12.36,1530.56,18.81,1513.89,19.08,1500.0,7.63,1638.89,7.52,1641.67,10.91,1552.78,15.41,1508.33,6.55,1658.33,9.46,1575.0,9.22,1583.33,15.63,1505.56,8.27,1608.33,7.62,1616.67,14.62,1508.33,8.36,1594.44,9.37,1575.0,9.7,1552.78,8.84,1588.89,13.87,1511.11,13.87,1511.11,12.9,1516.67,6.3,1650.0,8.97,1569.44,8.29,1594.44,6.33,1641.67,6.33,1641.67,13.87,1511.11,13.98,1508.33,6.16,1655.56,6.33,1641.67,19.95,1480.56,8.37,1580.56,10.7,1541.67,11.3,1533.33,16.25,1491.67,8.07,1591.67,13.58,1508.33,11.3,1533.33,12.17,1522.22,14.86,1502.78,12.04,1527.78,8.61,1572.22,8.61,1572.22
19,12.57,1580.56,11.21,1600.0,12.6,1544.44,18.29,1527.78,9.76,1605.56,9.67,1600.0,8.06,1638.89,8.19,1625.0,9.39,1583.33,11.16,1555.56,12.19,1533.33,12.7,1525.0,7.52,1625.0,18.05,1500.0,19.35,1497.22,13.89,1513.89,11.27,1547.22,9.88,1561.11,14.62,1508.33,12.03,1530.56,12.52,1527.78,7.54,1616.67,8.84,1588.89,17.15,1494.44,12.46,1525.0,12.46,1525.0,12.6,1522.22,8.97,1569.44,8.29,1594.44,13.0,1513.89,13.87,1511.11,13.87,1511.11,15.7,1497.22,9.68,1550.0,6.33,1641.67,19.95,1480.56,6.33,1641.67,15.0,1500.0,6.33,1641.67,6.77,1605.56,16.69,1488.89,13.58,1508.33,13.42,1511.11,12.03,1530.56,8.61,1572.22,8.97,1569.44,8.38,1577.78,9.68,1550.0,9.68,1550.0
20,13.84,1575.0,10.11,1616.67,11.53,1597.22,8.97,1625.0,9.84,1600.0,8.25,1630.56,8.22,1627.78,11.24,1552.78,9.22,1591.67,8.85,1611.11,6.96,1650.0,19.08,1500.0,8.26,1613.89,6.85,1644.44,6.41,1677.78,15.63,1505.56,11.22,1550.0,7.15,1636.11,12.03,1530.56,9.36,1580.56,18.75,1491.67,17.15,1494.44,6.38,1650.0,14.95,1505.56,12.45,1527.78,12.45,1527.78,22.3,1477.78,6.28,1666.67,13.0,1513.89,6.33,1641.67,15.7,1497.22,15.7,1497.22,13.98,1508.33,9.56,1555.56,19.95,1480.56,6.33,1641.67,15.7,1497.22,8.07,1591.67,16.25,1491.67,9.16,1555.56,8.07,1591.67,13.42,1511.11,6.32,1644.44,6.16,1652.78,6.32,1644.44,14.88,1500.0,17.41,1483.33,11.3,1533.33,11.3,1533.33
21,14.43,1569.44,10.35,1611.11,11.21,1600.0,9.12,1619.44,7.46,1677.78,8.08,1633.33,9.76,1586.11,6.92,1655.56,6.58,1666.67,13.94,1516.67,7.4,1644.44,6.85,1663.89,12.31,1530.56,7.39,1638.89,10.27,1552.78,11.27,1547.22,12.57,1525.0,8.38,1605.56,16.88,1497.22,9.14,1583.33,9.37,1575.0,11.81,1533.33,9.33,1577.78,20.3,1486.11,13.0,1513.89,13.0,1513.89,7.59,1600.0,8.41,1586.11,6.33,1641.67,13.87,1511.11,13.98,1508.33,13.98,1508.33,9.68,1550.0,11.25,1538.89,6.33,1641.67,15.7,1497.22,8.37,1580.56,10.7,1541.67,10.41,1547.22,16.25,1491.67,13.58,1508.33,6.32,1644.44,6.21,1647.22,13.76,1505.56,6.74,1611.11,11.3,1533.33,15.71,1494.44,6.76,1605.56,6.76,1605.56
